LeadID,DateAdded,ZipCode,LoanPurpose,LeadSourceGroup,LoanNumber,TotalLoanAmount,BorrowerAge,BorrowerYearsInSchool,BorrowerTotalMonthlyIncome,CoBorrowerTotalMonthlyIncome,BorrowerOwnRent,CreditScore,CLTV,DTI,FundingDate,RateLockDate,BorrowerGender
503319,01-04-20 8:09,78332,Refinance,Internet,4102206348,330800,44,0,14000,0,Own,755,78.76,28,,03-04-20,Male
503178,01-04-20 8:51,77346,Refinance,Internet,4102206355,329100,39,16,12111.4,0,Own,798,73.62,31,26-05-20,08-04-20,Male
502853,30-03-20 16:23,76226,Refinance,Internet,4102206381,312800,49,18,15924.42,0,Own,765,54.87,25,14-05-20,06-04-20,Male
499611,16-03-20 8:41,75234,Refinance,Radio,4102206392,141000,42,14,4666.66,8416.66,Own,653,56.4,32,,07-04-20,Male
434601,09-08-19 15:31,75244,Home Equity/Cash Back Refi,Repeat Client,4102206400,135000,75,12,2533.65,0,Own,688,45,44,21-05-20,02-04-20,Unfurnished
502632,30-03-20 10:41,78945,Refinance,Internet,4102206413,280000,59,16,11255.97,0,Own,688,33.93,32,08-07-20,21-05-20,Male
467598,11-12-19 14:46,75032,Refinance,Repeat Client,4102206451,190450,44,16,8391.8,0,Own,640,79.35,28,27-05-20,13-04-20,Male
503600,02-04-20 8:08,76262,Refinance,Internet,4102206460,360000,57,18,7429.26,0,Own,780,80,44,19-05-20,06-04-20,Female
503055,31-03-20 8:05,76078,Refinance,Internet,4102206465,211882,37,16,7155.35,0,Own,775,86.13,43,26-05-20,09-04-20,Male
555590,08-06-20 8:02,76008,Refinance,Repeat Client,41022011283,510000,57,12,10916.67,0,Own,747,47.44,47,25-08-20,08-06-20,Male
555095,08-06-20 8:40,75007,Refinance,Repeat Client,41022011336,154650,62,16,11041.66,0,Own,806,51.55,35,27-07-20,09-06-20,Female
556025,09-06-20 9:51,77381,Refinance,Internet,41022011371,359450,36,16,9333.34,0,Own,756,87.67,37,30-07-20,12-06-20,Male
556121,09-06-20 12:59,75252,Refinance,Internet,41022011385,510400,65,16,33691.08,0,Own,780,56.71,18,05-08-20,10-06-20,Male
506299,15-04-20 8:12,77581,Refinance,Internet,41022011392,263000,36,12,9166.67,0,Own,793,92.28,32,20-07-20,11-06-20,Male
555593,08-06-20 8:12,75094,Refinance,Internet,41022011395,368700,51,12,10234.17,0,Own,699,60.94,38,,13-08-20,Male
554743,04-06-20 8:06,75104,Refinance,Internet,41022011397,163650,48,12,4868,0,Own,795,71.15,39,,10-06-20,Male
556084,09-06-20 11:58,76002,Home Equity/Cash Back Refi,Radio,41022011433,126000,40,12,5050,0,Own,754,55.26,28,29-07-20,11-06-20,Male
556265,10-06-20 8:01,77346,Refinance,Internet,41022011450,166700,54,16,0,11120,Own,809,93.65,36,,11-06-20,Female
556003,09-06-20 9:36,76114,Home Equity/Cash Back Refi,Repeat Client,41022011480,112822,43,14,9189.12,0,Own,702,110.6,31,,12-06-20,Male
555359,06-06-20 11:24,75034,Refinance,Internet,41022011494,250000,42,16,11844.99,0,Own,785,64.1,40,20-07-20,12-06-20,Male
556363,10-06-20 10:21,75054,Refinance,Internet,41022011496,240000,55,16,17111.47,0,Own,737,75,22,,12-06-20,Male
556231,09-06-20 17:46,77084,Refinance,Internet,41022011509,140300,35,12,5410.13,0,Own,743,79.94,37,03-08-20,11-06-20,Male
542575,21-05-20 8:53,75054,Refinance,Internet,41022011511,408000,54,14,12890.52,0,Own,751,77.71,46,31-08-20,10-06-20,Male
556206,09-06-20 16:36,,Refinance,Internet,41022011543,115000,42,14,4968.75,0,Own,695,69.69,41,18-08-20,05-08-20,Male
556110,09-06-20 12:46,77351,Refinance,Internet,41022011549,280000,49,16,16942.39,0,Own,751,72.72,55,,11-06-20,Male
556578,11-06-20 8:03,77354,Refinance,TV,41022011571,307900,32,16,8932.31,0,Own,736,90.55,44,29-07-20,11-06-20,Male
555232,05-06-20 15:46,76132,Refinance,Internet,41022012657,354000,45,16,17772.91,0,Own,745,68.07,20,18-08-20,30-06-20,Female
555272,06-06-20 9:01,76063,Refinance,Internet,41022012674,272000,46,12,7571.06,0,Own,708,80,38,13-08-20,24-06-20,Female
559856,24-06-20 8:18,75454,Refinance,Internet,41022012675,226400,66,16,8803.4,2543.5,Own,793,57.9,21,27-08-20,26-06-20,Female
556009,09-06-20 9:05,75022,Refinance,TV,41022012690,375000,50,14,13987.4,0,Own,645,75,40,17-08-20,30-06-20,Male
558040,16-06-20 12:52,75098,Refinance,Referral,41022012711,278360,44,16,7471.83,0,Own,787,68.73,35,29-09-20,16-07-20,Male
560144,25-06-20 10:04,75071,Refinance,Internet,41022012729,200000,47,14,2636.4,3343.6,Own,658,68.96,36,,26-06-20,Male
540832,15-05-20 8:10,75165,Refinance,Internet,41022012733,250000,37,16,9653,0,Own,693,71.42,34,,02-07-20,Male
560296,25-06-20 14:04,75053,Refinance,Referral,41022012765,344000,36,16,14734.88,0,Own,788,80,21,,25-06-20,Male
559732,23-06-20 14:20,78641,Refinance,Referral,41022012788,419700,38,18,18584.9,0,Own,780,79.33,26,17-08-20,26-06-20,Male
529310,05-05-20 11:09,76262,Refinance,Internet,41022012802,403750,34,16,8995.36,6170.13,Own,734,109.12,35,,26-06-20,Female
560459,26-06-20 9:34,75071,Refinance,Internet,41022012807,250000,52,16,13073.2,0,Own,706,69.44,28,28-07-20,26-06-20,Female
560526,26-06-20 13:34,75088,Refinance,Referral,41022012840,240000,72,16,7710,0,Own,773,68.57,34,,26-06-20,Female
560520,27-06-20 21:06,76116,Refinance,Internet,41022012841,108000,64,16,6096.02,0,,793,58.37,41,20-08-20,26-06-20,Male
557625,15-06-20 11:26,75246,Refinance,Internet,41022012843,255000,57,16,7542.88,0,Own,635,64.55,36,19-08-20,09-07-20,Male
555082,05-06-20 9:55,77414,Refinance,Radio,41022012868,156640,41,18,7595,4930.04,Own,634,87.02,43,28-09-20,02-07-20,Female
560637,27-06-20 9:09,76033,Refinance,Internet,41022012886,245600,61,16,9166.67,0,Own,729,80,43,,29-06-20,Male
560199,25-06-20 9:20,75214,Refinance,Internet,41022012908,365500,47,16,16000,8000,Own,783,52.21,16,,29-06-20,Female
494070,29-06-20 10:26,761144528,Refinance,Direct Mail,41022012939,147055,78,16,2498.38,0,Own,816,65.35,44,13-08-20,09-07-20,Female
559827,23-06-20 19:01,77073,Refinance,Internet,41022012974,105500,37,12,6027.53,0,Own,641,54.35,35,,29-06-20,Male
567953,27-07-20 8:16,76039,Refinance,Internet,41022015831,291010,58,16,6625,4198.35,Own,725,76.78,49,18-09-20,31-07-20,Male
568980,30-07-20 9:39,76065,Refinance,Repeat Client,41022015834,180000,49,16,8611.83,0,Own,801,48.64,25,28-09-20,05-08-20,Male
564511,14-07-20 13:49,75063,Refinance,Internet,41022015837,269822,32,16,6166.68,0,Own,802,88.46,37,24-09-20,31-07-20,Female
569039,30-07-20 8:50,76244,Refinance,Internet,41022015851,247250,47,16,6955.4,0,Own,787,93.3,39,07-10-20,31-07-20,Female
569598,01-08-20 12:14,75061,Refinance,TV,41022015877,330000,34,16,6466.42,0,Own,758,75,49,26-10-20,14-08-20,Female
569607,01-08-20 12:57,75074,Refinance,Internet,41022015881,200000,53,12,7709.87,0,Own,777,78.74,19,13-10-20,05-08-20,Male
502437,28-03-20 11:15,77433,Refinance,Internet,41022015882,284000,34,16,7867,0,Own,790,69.26,26,,03-08-20,Male
569606,01-08-20 12:48,75054,Refinance,Internet,41022015883,512952,61,16,0,0,Own,799,92.8,,,03-08-20,Male
569347,31-07-20 11:51,77445,Home Equity/Cash Back Refi,Internet,41022015912,142500,58,12,19166.66,0,Own,762,75,21,,05-08-20,Male
569595,01-08-20 11:40,76021,Refinance,Repeat Client,41022015924,243250,41,16,6520.57,5279.33,Own,800,58.89,18,30-09-20,05-08-20,Male
569194,03-08-20 8:11,76710,Refinance,Repeat Client,41022015937,398765,35,16,7583.97,10278.8,Own,809,62.79,22,30-09-20,03-08-20,Male
569778,03-08-20 8:01,77301,Refinance,Internet,41022015943,190500,58,16,11127.71,0,Own,784,62.45,38,01-10-20,05-08-20,Male
569787,03-08-20 8:16,75034,Refinance,Repeat Client,41022015945,278000,50,17,10405,0,Own,809,81.04,33,21-09-20,03-08-20,Male
569505,31-07-20 18:52,75078,Refinance,Internet,41022015956,380000,39,16,10000,0,Own,795,71.69,35,,03-08-20,Male
552180,23-05-20 13:21,75013,Refinance,TV,41022015963,289400,41,16,9166,5146,Own,759,56.74,28,21-09-20,03-08-20,Female
568882,29-07-20 14:18,77494,Refinance,Internet,41022015985,285000,53,14,8198.73,0,Own,746,78.94,42,,07-08-20,Male
564751,15-07-20 10:39,75070,Refinance,TV,41022015989,311330,40,16,10000,0,Own,776,76.49,25,,05-08-20,Not Furnished but Male best guess
568483,28-07-20 9:34,76252,Refinance,Internet,41022015991,200000,58,18,7762.72,0,Own,733,37.73,42,23-10-20,05-08-20,Male
567610,24-07-20 14:38,75044,Refinance,Internet,41022015993,229000,78,16,6017,1902,Own,822,63.08,20,23-10-20,07-08-20,Male
569932,03-08-20 13:58,78602,Refinance,Internet,41022015994,312000,72,16,6467.83,0,Own,818,60,30,05-10-20,05-08-20,Male
555552,08-06-20 8:04,76109,Home Equity/Cash Back Refi,Repeat Client,41022015997,335000,50,16,5519,8619,Own,781,77.9,29,02-10-20,03-08-20,Male
568718,29-07-20 8:02,75098,Refinance,Radio,41022016006,156100,57,16,12054,0,Own,805,51.18,19,23-10-20,27-08-20,Male
570019,03-08-20 17:25,77494,Refinance,Radio,41022016007,200000,57,16,12500,0,Own,645,47.61,46,,04-08-20,Male
570052,04-08-20 8:01,76210,Refinance,TV,41022016037,130000,61,14,8493.33,0,Own,773,43.33,35,29-09-20,04-08-20,Male
570105,04-08-20 8:53,77372,Refinance,Internet,41022016047,265462,54,12,7044.49,6579,Own,796,68.77,14,,04-08-20,Male
570133,04-08-20 10:27,75149,Refinance,Referral,41022016052,87400,39,12,4929.46,0,Own,743,52.96,43,,04-08-20,Male
570047,04-08-20 8:00,75087,Refinance,Internet,41022016060,253200,70,16,14800,1000,Own,801,72.34,11,,04-08-20,Male
476640,10-01-20 8:43,76055,Refinance,TV,41022016069,150000,48,16,4488.25,5051.88,Own,781,55.55,21,,04-08-20,Male
570181,04-08-20 12:08,78641,Refinance,Internet,41022016070,231150,35,16,0,0,Own,686,95.83,,,04-08-20,Male
570270,04-08-20 16:23,77365,Refinance,Internet,41022016127,322420,39,16,8244,10268,Own,693,84.62,25,23-10-20,14-08-20,Male
460532,31-07-20 8:59,75032,Refinance,Referral,41022016132,228000,46,14,0,4997.3,Own,700,65.89,60,,13-08-20,Female
567021,22-07-20 18:24,76208,Refinance,Internet,41022016134,232000,38,16,13500,0,Own,785,72.5,18,17-09-20,05-08-20,Male
572044,12-08-20 9:05,75035,Refinance,TV,41022016853,322500,48,18,4000,0,Own,754,50.39,165,,17-08-20,Male
570671,06-08-20 12:14,75070,Refinance,Internet,41022016866,169500,46,12,7088,0,Own,661,40.35,30,13-10-20,14-08-20,Male
479653,28-01-20 15:02,75010,Home Equity/Cash Back Refi,TV,4102201687,199000,30,14,7096,0,Own,701,77.73,47,27-03-20,31-01-20,Male
572454,13-08-20 15:47,75165,Refinance,Internet,41022016895,71500,41,12,3518.66,0,Own,633,42.05,19,,19-08-20,Male
503814,02-04-20 17:55,76028,Refinance,Internet,4102206488,196550,33,16,7726,0,Own,711,77.99,44,19-05-20,03-04-20,Male
503300,01-04-20 8:35,75034,Refinance,Internet,4102206493,435000,42,17,11250,8208.33,Own,700,94.77,35,,06-04-20,Male
503877,03-04-20 8:05,75072,Refinance,Radio,4102206502,291997,39,16,6641.25,0,Own,760,78.91,46,29-04-20,03-04-20,Male
503964,03-04-20 13:25,75023,Refinance,Internet,4102206510,155000,59,16,3350,2900,Own,691,39.34,25,,15-04-20,Male
503527,01-04-20 17:07,75080,Refinance,Internet,4102206517,181800,71,16,2959.84,4848.5,Own,796,38.27,43,15-05-20,03-04-20,Male
503458,01-04-20 14:13,75077,Refinance,Internet,4102206524,426000,69,16,22916.66,0,Own,801,65.53,30,,03-04-20,Female
503469,02-04-20 8:31,75166,Refinance,TV,4102206525,178000,70,16,2246.4,7303,Own,681,48.76,27,27-04-20,03-04-20,Male
504089,04-04-20 8:08,,Refinance,Internet,4102206531,251700,41,16,10117.6,0,Own,648,71.91,43,11-05-20,07-04-20,Female
504085,04-04-20 9:19,75143,Refinance,TV,4102206540,180600,48,12,0,4443.97,Own,649,60,56,,22-04-20,Male
491675,11-03-20 18:36,750540045,Refinance,Direct Mail,4102206546,308000,41,18,7916.67,6453.85,Own,683,80,31,21-05-20,17-04-20,Female
504457,06-04-20 12:48,75076,Refinance,Internet,4102206598,299900,42,20,23088.92,0,Own,797,71.57,19,25-06-20,22-05-20,Male
504507,06-04-20 14:59,77539,Refinance,Internet,4102206612,300850,41,16,7914,7916.66,Own,718,89.8,21,03-06-20,06-04-20,Male
503843,03-04-20 8:23,77563,Refinance,Internet,4102206613,164317,59,16,10955.82,0,Own,769,62,21,11-05-20,07-04-20,Male
507488,20-04-20 12:10,75024,Refinance,TV,4102207900,445000,57,16,30961.54,0,Own,710,41.78,27,29-05-20,24-04-20,Male
508315,23-04-20 13:18,76028,Refinance,Internet,4102207915,170000,48,16,4969.91,3696.08,Own,691,61.81,35,,24-04-20,Female
508634,25-04-20 9:06,76119,Refinance,Internet,4102207929,114400,60,12,3005.81,0,Own,723,76.26,50,,27-04-20,Female
501120,23-03-20 8:50,77584,Refinance,Internet,4102207931,240800,48,18,9583.33,0,Own,764,80,26,05-08-20,19-06-20,Male
505489,10-04-20 16:20,78620,Refinance,TV,4102207948,280000,40,16,4435.83,4404.04,Own,809,71.06,21,17-06-20,29-04-20,Male
499880,23-04-20 10:04,77346,Refinance,Internet,4102207987,252800,52,16,7083.33,7358.34,Own,743,69.26,26,30-05-20,28-04-20,Female
500026,17-03-20 15:58,75454,Refinance,Internet,4102208004,246724,61,12,7152.09,3781.48,Own,806,71.72,32,08-06-20,01-05-20,Male
500496,18-03-20 14:55,77005,Home Equity/Cash Back Refi,Internet,4102208018,399000,73,16,5024.5,5861.33,Own,825,39.9,30,,28-04-20,Male
508073,22-04-20 13:26,76108,Refinance,Internet,4102208052,144000,50,16,3500,0,Own,687,72,41,,30-04-20,Female
518181,27-04-20 17:04,75028,Refinance,Repeat Client,4102208056,290000,64,16,3916.66,4915.02,Own,727,79.23,26,13-07-20,26-05-20,Female
518162,27-04-20 16:59,75249,Home Equity/Cash Back Refi,TV,4102208057,97000,57,16,1656.47,0,Own,722,44.7,46,,20-05-20,Male
507911,22-04-20 10:04,76065,Refinance,Internet,4102208082,394077,38,18,17666.66,0,Own,768,71.65,33,10-06-20,28-04-20,Male
518233,28-04-20 8:06,76131,Refinance,Internet,4102208101,264000,35,16,7249.99,3383.33,Own,703,80,43,12-06-20,08-05-20,Male
508786,27-04-20 9:17,78665,Refinance,Internet,4102208112,182800,68,16,2701.1,1169.5,Own,796,70.57,43,16-10-20,14-08-20,Male
518460,28-04-20 14:39,77546,Refinance,Internet,4102208141,156750,34,14,4853.33,0,Own,720,95,39,,29-05-20,Female
504479,06-04-20 13:51,76063,Refinance,Referral,4102208149,250000,45,16,8850.4,0,Own,775,68.11,27,15-06-20,28-04-20,Male
499950,17-03-20 9:20,75229,Home Equity/Cash Back Refi,Internet,4102208206,510000,62,16,9801.78,0,Own,747,72.85,46,,13-08-20,Male
518292,28-04-20 8:03,76008,Home Equity/Cash Back Refi,TV,4102208209,238500,64,16,6827,1885,Own,785,64.45,31,30-05-20,29-04-20,Male
447528,29-08-19 8:00,76009,Refinance,Internet,4102208219,130000,50,16,3666,0,Own,762,54.16,38,12-06-20,29-04-20,Female
518779,29-04-20 13:38,76112,Refinance,TV,4102208245,195000,47,14,10500,0,Own,623,79.59,33,,29-04-20,Male
406722,02-04-19 15:13,76180,Refinance,TV,4102208251,396200,59,16,17179,0,Own,793,63.9,25,08-06-20,29-04-20,Male
518773,29-04-20 13:32,76020,Refinance,Internet,4102208256,285000,35,16,7803,0,Own,668,75,44,19-06-20,07-05-20,Male
508294,23-04-20 11:57,76401,Refinance,TV,4102208280,200000,49,16,8821.67,0,Own,756,40,41,27-07-20,29-04-20,Female
518886,29-04-20 17:09,76574,Refinance,Internet,4102208285,159000,49,16,10949.47,0,Own,733,79.5,30,,30-04-20,Female
559830,23-06-20 18:44,76021,Home Equity/Cash Back Refi,Internet,41022012994,232500,62,16,6749.99,2193.5,Own,679,75,29,,09-07-20,Female
560899,29-06-20 8:00,75002,Refinance,Referral,41022013003,200000,36,16,6403.15,0,Own,733,86.9,50,,09-07-20,Female
561202,30-06-20 9:50,75154,Refinance,Repeat Client,41022013023,88300,42,16,2778.29,0,Own,783,41.26,46,31-08-20,30-06-20,Female
561193,30-06-20 9:19,78665,Refinance,Internet,41022013033,239100,40,16,12083.33,0,Own,809,36.78,20,26-08-20,30-06-20,Male
561092,29-06-20 16:28,77380,Refinance,Internet,41022013039,300000,47,16,19350,0,Own,767,50,33,10-09-20,06-07-20,Male
392104,16-06-20 7:55,75236,Refinance,TV,41022013064,96500,57,16,4653.49,0,Own,673,49.23,32,02-10-20,30-06-20,Male
561019,29-06-20 13:55,76177,Refinance,Radio,41022013068,212000,40,16,8333.33,0,Own,737,81.53,25,,16-07-20,Male
565036,16-07-20 10:51,76179,Home Equity/Cash Back Refi,Referral,41022014233,292500,46,16,10191,0,Own,775,75,37,08-09-20,15-07-20,Male
564624,15-07-20 8:01,77077,Refinance,TV,41022014235,276000,47,16,13667,0,Own,761,80,24,26-08-20,15-07-20,Male
564865,15-07-20 15:00,77346,Home Equity/Cash Back Refi,Internet,41022014262,100000,64,16,4620,0,Own,657,41.66,24,,15-07-20,Female
555278,06-06-20 9:06,76484,Refinance,Internet,41022014279,140000,51,12,1787.5,-1964.79,Own,646,78.21,-1161,,16-07-20,Male
564686,15-07-20 8:00,78723,Refinance,Internet,41022014316,406300,55,18,13283.08,0,Own,776,59.57,22,31-08-20,16-07-20,Male
564559,14-07-20 17:14,75035,Home Equity/Cash Back Refi,Referral,41022014329,320000,47,16,9774.44,0,Own,736,77.1,37,31-08-20,16-07-20,Female
507586,08-07-20 14:13,76013,Refinance,Internet,41022014338,388385,56,16,10069.74,7958.34,,801,77.69,39,29-09-20,16-07-20,Male
506872,16-07-20 14:15,76137,Refinance,TV,41022014352,183700,56,16,5439,0,Own,806,69.32,29,23-09-20,16-07-20,Female
564649,15-07-20 8:03,76182,Refinance,Radio,41022014353,237500,47,16,9394.67,0,Own,733,65.06,34,25-08-20,20-07-20,Male
565297,17-07-20 8:03,75078,Refinance,Repeat Client,41022014363,510000,37,16,16555.04,0,Own,760,79.68,34,16-09-20,16-07-20,Male
565210,16-07-20 16:03,78747,Refinance,Internet,41022014371,216000,66,16,7916.66,0,Own,741,48,25,,16-07-20,Male
564162,13-07-20 13:01,76487,Refinance,TV,41022014380,446698,41,14,5408,7878,Own,745,85.9,38,,19-08-20,Male
478690,22-01-20 17:41,76009,Home Equity/Cash Back Refi,Internet,4102201441,99000,35,16,7946.92,2760.84,Own,715,79.2,36,20-02-20,28-01-20,Male
412899,17-07-20 8:09,75252,Refinance,Internet,41022014411,162500,64,16,9327.07,0,Own,795,58.45,25,16-09-20,20-07-20,Male
565288,17-07-20 8:02,75424,Refinance,Internet,41022014413,210000,39,16,6000,4400,Own,729,60,28,,17-07-20,Male
565294,17-07-20 8:02,78745,Refinance,Internet,41022014422,310500,40,16,13667,0,Own,783,76.66,36,24-09-20,17-07-20,Male
564786,15-07-20 11:51,76008,Refinance,Internet,41022014459,345000,45,16,16666.66,0,Own,800,66.34,23,,21-07-20,Male
564597,14-07-20 17:24,75098,Refinance,Internet,41022014465,290000,63,16,6700,6941.58,Own,693,78.37,39,,22-07-20,Male
565278,17-07-20 8:01,77406,Refinance,Internet,41022014482,220300,56,16,5937.33,0,Own,745,68.84,41,31-08-20,17-07-20,Male
564229,13-07-20 15:12,75052,Refinance,Internet,41022014488,153550,55,16,7522,1486,Own,686,55.23,33,08-09-20,17-07-20,Female
468863,13-11-19 8:00,77584,Refinance,Internet,4102201449,185800,36,16,6867,0,Own,751,79.06,49,05-03-20,24-01-20,Male
563157,08-07-20 17:18,76210,Refinance,Internet,41022014494,175800,40,14,4061.24,7799.06,Own,681,55.8,20,22-10-20,17-07-20,Male
565289,17-07-20 8:01,76210,Refinance,Internet,41022014496,218200,52,16,11661.11,0,Own,794,63.43,19,04-09-20,17-07-20,Male
564859,15-07-20 14:56,75067,Refinance,Radio,41022014499,268600,51,16,5378.27,5378.27,Own,629,77.85,43,05-10-20,21-07-20,Male
565608,17-07-20 18:22,77429,Refinance,Internet,41022014509,200000,61,16,8897.87,0,Own,734,73.39,24,10-09-20,20-07-20,Male
565618,17-07-20 19:10,76063,Refinance,Internet,41022014511,345000,55,16,21233,0,Own,793,71.87,39,27-08-20,20-07-20,Male
565044,16-07-20 11:06,76244,Refinance,Internet,41022014514,125000,53,12,5847.22,0,Own,794,51.02,39,27-08-20,23-07-20,Male
566083,20-07-20 10:23,75034,Refinance,Radio,41022015531,386000,64,16,11686.3,0,Own,756,42.88,76,,06-10-20,Male
568165,27-07-20 10:18,75010,Refinance,TV,41022015532,184650,52,16,6473.13,0,Own,809,54.3,35,29-09-20,29-07-20,Male
572463,13-08-20 16:13,75452,Home Equity/Cash Back Refi,Referral,41022016898,216000,28,16,6568,0,Own,749,80,34,,13-08-20,Male
572509,13-08-20 18:33,76028,Refinance,Referral,41022016920,180020,38,16,7965,0,Own,798,49.32,30,,14-08-20,Male
476263,13-01-20 9:30,75019,Home Equity/Cash Back Refi,Internet,4102201693,244000,43,16,9166.99,0,Own,681,80,57,,28-01-20,Male
572011,12-08-20 8:00,76248,Home Equity/Cash Back Refi,TV,41022016952,316000,43,12,6590,6716,Own,726,80,41,26-10-20,20-08-20,Male
568280,27-07-20 13:44,75065,Refinance,Internet,41022016959,150000,51,16,4333,0,Own,823,68.18,23,19-10-20,26-08-20,Male
478886,23-01-20 16:39,76034,Refinance,Radio,4102201696,246500,50,16,8787,5966.13,Own,701,44.41,27,24-02-20,31-01-20,Male
572261,13-08-20 8:00,75052,Refinance,Internet,41022016967,192000,68,12,6308,0,Own,706,78.04,42,,28-08-20,Male
572753,15-08-20 9:00,75218,Refinance,Radio,41022017018,252600,42,16,9947.92,0,Own,776,43.93,32,19-10-20,27-08-20,Female
572037,12-08-20 8:47,75071,Refinance,Internet,41022017039,376000,56,16,14319,0,Own,655,80,43,21-10-20,17-08-20,Male
501715,24-03-20 16:51,75070,Refinance,Internet,41022017043,430500,49,16,19168,0,Own,757,70,42,26-10-20,21-08-20,Male
572149,12-08-20 14:21,76270,Home Equity/Cash Back Refi,Radio,41022017051,90000,54,14,9952.76,2751.47,Own,680,45.91,21,26-10-20,20-08-20,Male
572444,13-08-20 15:24,76262,Refinance,Internet,41022017052,410900,59,16,10000,0,Own,796,71.46,29,,20-08-20,Male
573162,17-08-20 13:04,78642,Refinance,Internet,41022017086,350000,57,16,1354,6038.69,Own,758,72.91,43,,17-08-20,Male
573187,17-08-20 13:40,78642,Refinance,Internet,41022017094,293190,53,16,17019,0,Own,765,68.18,22,,18-08-20,Male
479368,27-01-20 10:23,76248,Refinance,Referral,4102201710,400000,46,14,12594.1,0,Own,688,80,44,25-03-20,30-01-20,Male
572768,15-08-20 9:09,75070,Refinance,Internet,41022017100,181000,49,16,7083.33,0,Own,722,59.34,26,,17-08-20,Male
572055,12-08-20 9:51,76208,Refinance,TV,41022017101,216757,39,14,7862.5,0,Own,788,72.25,25,,21-08-20,Male
572754,15-08-20 9:05,75068,Refinance,Internet,41022017124,278400,48,16,8166.66,0,Own,750,72.31,37,,19-08-20,Male
571694,12-08-20 10:50,75056,Refinance,Referral,41022017140,474200,38,18,7916,0,Own,798,89.47,42,15-10-20,18-08-20,Female
480857,05-02-20 8:09,75214,Refinance,Internet,4102202189,451400,47,18,13668.83,15166.66,Own,760,45.14,19,27-02-20,05-02-20,Male
481096,06-02-20 12:13,77459,Refinance,Internet,4102202238,412000,35,16,16250,10417.33,Own,803,80,37,19-03-20,07-02-20,Male
464241,15-10-19 18:33,76179,Refinance,Internet,4102202267,176000,37,16,6496.76,0,Own,700,80,38,28-02-20,06-02-20,Female
480175,31-01-20 13:23,77356,Refinance,Internet,4102202279,294235,74,16,16527,0,Own,791,63.96,24,08-04-20,14-02-20,Male
481176,06-02-20 17:05,76210,Refinance,Radio,4102202286,380000,37,16,12582.72,4963.33,Own,742,80,36,13-03-20,07-02-20,Male
248504,07-02-20 8:10,76177,Refinance,Radio,4102202298,283410,50,16,0,0,Own,656,94,,,11-02-20,Male
481194,07-02-20 8:00,75503,Refinance,Internet,4102202361,137400,28,16,5184.25,1186.17,Own,674,85.87,46,,10-02-20,Male
481353,07-02-20 14:55,75062,Refinance,Internet,4102202365,188473,44,16,8234,0,Own,770,55.43,34,13-03-20,07-02-20,Male
478932,24-01-20 8:11,75070,Refinance,Internet,4102202396,171800,62,16,6968,3272.65,Own,751,38.78,29,12-03-20,10-02-20,Male
479437,27-01-20 15:03,75068,Refinance,Internet,4102202397,510400,35,21,21416.67,0,Own,778,79.37,36,18-03-20,11-02-20,Female
481434,08-02-20 9:07,75034,Refinance,Internet,4102202405,392224,38,16,7394.65,0,Own,801,77.51,41,23-03-20,11-02-20,Male
481469,08-02-20 13:07,75126,Refinance,Internet,4102202409,213750,41,16,5200,0,Own,652,95,49,,11-02-20,Male
481704,10-02-20 8:39,76123,Refinance,Internet,4102202434,258040,46,12,6970.69,3154.67,Own,649,97.74,38,11-03-20,11-02-20,Male
481684,10-02-20 8:05,77009,Home Equity/Cash Back Refi,TV,4102202563,200000,57,12,6900,0,Own,706,52.63,44,,13-02-20,Male
481829,10-02-20 16:20,75495,Home Equity/Cash Back Refi,Internet,4102202575,95000,75,16,1270.75,1786.25,Own,748,29.5,35,29-02-20,11-02-20,Male
477151,13-01-20 18:53,77389,Refinance,Internet,4102202595,280500,62,16,13309,0,Own,761,75,39,26-05-20,22-04-20,Male
481874,11-02-20 8:00,76240,Refinance,Internet,4102202597,236250,43,18,16667,3667,Own,791,52.5,11,,12-02-20,Male
502520,30-03-20 8:07,75007,Refinance,Repeat Client,4102208312,265000,50,14,9305.47,8475,Own,751,64.95,26,22-09-20,06-08-20,Female
518926,30-04-20 8:02,76086,Refinance,Internet,4102208318,165460,27,16,5085.53,3902,Own,745,87.08,41,30-05-20,30-04-20,Male
518971,30-04-20 8:07,75229,Refinance,Internet,4102208324,395189,33,18,5529.33,5574.4,Own,742,90.84,37,19-06-20,05-05-20,Male
508698,25-04-20 9:45,75098,Refinance,Internet,4102208325,182000,49,16,7056,0,Own,789,75.83,33,,30-04-20,Male
500659,19-03-20 10:23,75218,Refinance,Internet,4102208332,486200,52,18,12195.67,14320.89,Own,793,58.93,13,19-06-20,01-05-20,Male
542171,20-05-20 8:15,78613,Refinance,Internet,4102209949,355725,42,16,9889.22,0,Own,740,67.75,35,29-06-20,21-05-20,Female
541238,16-05-20 15:23,78602,Refinance,Internet,4102209954,210000,68,16,7260.17,1279.9,Own,702,56,42,14-08-20,20-05-20,Male
542260,20-05-20 10:09,75078,Refinance,Internet,4102209971,399200,35,18,11389.73,8550,Own,730,84.04,38,19-06-20,29-05-20,Male
542499,21-05-20 8:02,75056,Refinance,Radio,4102209998,246000,51,16,4636,0,Own,727,77.11,48,24-06-20,21-05-20,Male
542181,20-05-20 8:32,76058,Refinance,Radio,4102209999,275000,41,16,7366.84,7768.79,Own,770,83.33,16,02-07-20,21-05-20,Male
